1970-01-01_0477a2cfd8.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2018.10.21.pdf
1970-01-01_05262df437.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout%203-6-2012.pdf
1970-01-01_0533e48a5b.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_2019.8.10.pdf
1970-01-01_0823bef2eb.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_2019.6.2.pdf
1970-01-01_08ed6163df.pdf	https://www.td.gov.hk/filemanager/common/tvrm_auction_result-2015-07-05.pdf
1970-01-01_0c930fdfb2.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_2018.11.3.pdf
1970-01-01_0d2c58708e.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout%2011-3-2012.pdf
1970-01-01_0d6921f6b4.pdf	https://www.td.gov.hk/filemanager/common/tvrm_auction_result_6_6_2021.pdf
1970-01-01_0fe469fc51.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2018.6.17.pdf
1970-01-01_13c48a7b3d.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_2019.4.7.pdf
1970-01-01_16aa740a25.pdf	https://www.td.gov.hk/filemanager/sc/content_4804/TVRMs%20Auction%20Result%20Handout%2025%20May%202025.Chin.pdf
1970-01-01_1774b9d5b6.pdf	https://www.td.gov.hk/filemanager/tc/content_4804/TVRMs%20Auction%20Result%20Handout%2018%20May%202025.Chin.pdf
1970-01-01_17df9e62fb.pdf	https://www.td.gov.hk/filemanager/common/auction-result-handout_2-7-2017.pdf
1970-01-01_1980c754cf.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout%201.4.2012.pdf
1970-01-01_1a502bea28.pdf	https://www.td.gov.hk/filemanager/en/content_4804/TVRMs%20Auction%20Result%20Handout%2025%20May%202025.Eng.pdf
1970-01-01_1b80a0802b.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout%2026.2.2012.pdf
1970-01-01_1cc0047a84.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_2017.12.2.pdf
1970-01-01_201408d7c9.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2017.03.11.pdf
1970-01-01_22f43d8472.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2016.5.1.pdf
1970-01-01_246b4802c1.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout_23.8.2014.pdf
1970-01-01_25557f11ef.pdf	https://www.td.gov.hk/filemanager/common/auction-result-handout_18-11-2017.pdf
1970-01-01_25a457b82d.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2016.1.31.pdf
1970-01-01_260513be00.pdf	https://www.td.gov.hk/filemanager/tc/content_4804/TVRMs%20Auction%20Result%20Handout%202%20November%202024.Chin.pdf
1970-01-01_2645c76c8f.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2016.11.26.pdf
1970-01-01_28ee3bf46d.pdf	https://www.td.gov.hk/filemanager/common/auction-result-handout_15-7-2017.pdf
1970-01-01_2bd5103aed.pdf	https://www.td.gov.hk/filemanager/tc/content_4804/TVRMs%20Auction%20Result%20Handout%206%20October%202024.Chin.pdf
1970-01-01_2c3e157b4c.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2017.3.19.pdf
1970-01-01_2f51040b3a.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2015.10.24.pdf
1970-01-01_300b63c07d.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_30.11.2019.pdf
1970-01-01_33531a7a6a.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2016.8.13.pdf
1970-01-01_336e52802c.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2017.7.30.pdf
1970-01-01_34cdccb6c1.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2015.11.8.pdf
1970-01-01_355c2e790f.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2016.4.17.pdf
1970-01-01_369d9e32f6.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2017.10.22.pdf
1970-01-01_371fcbd426.pdf	https://www.td.gov.hk/filemanager/en/content_4804/TVRMs%20Auction%20Result%20Handout%2018%20May%202025.Eng.pdf
1970-01-01_372f5a36a7.pdf	https://www.td.gov.hk/filemanager/common/tvrm-auction-handout_2016-07-31.pdf
1970-01-01_37e59e3ce9.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result_2017.9.9_rev..pdf
1970-01-01_3805c2db10.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout_26.10.2014.pdf
1970-01-01_3b966c33cf.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout_16.11.2013.pdf
1970-01-01_3e1b78a04c.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2017.5.14.pdf
1970-01-01_40bcd4db67.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2016.3.5.pdf
1970-01-01_4294d8a94e.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout%2030-10-2011.pdf
1970-01-01_43491ddfec.pdf	https://www.td.gov.hk/filemanager/common/tvrm_auction_result_19_6_2021.pdf
1970-01-01_450b2e573c.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20result%20handout%2019-5-2012.pdf
1970-01-01_452fb8565d.pdf	https://www.td.gov.hk/filemanager/common/tvrm%20auction%20handout_2016.8.14.pdf
1970-01-01_4a334d9985.pdf	https://www.td.gov.hk/filemanager/common/auction%20result%20handout_2016.12.4.pdf
